station_id,station_name,date,year,MAX_C,MIN_C,TEMP_C,DEWP_C,PRCP_mm,WDSP_ms,SLP
98430099999,SCIENCE GARDEN,2009-01-01,2009,26.722221,21.777779,24.88889,21.222221,8.128,0.8745548,1011.4
98430099999,SCIENCE GARDEN,2009-01-02,2009,27.0,20.38889,23.222221,17.38889,1.778,1.2346656,1013.6
98430099999,SCIENCE GARDEN,2009-01-03,2009,27.277779,18.222221,22.277779,18.0,0.0,0.514444,1013.2
98430099999,SCIENCE GARDEN,2009-01-04,2009,29.11111,18.222221,22.88889,18.222221,0.0,0.4115552,1012.1
98430099999,SCIENCE GARDEN,2009-01-05,2009,30.38889,19.222221,24.833334,19.944445,0.0,0.7202216,1011.0
98430099999,SCIENCE GARDEN,2009-01-06,2009,31.277779,21.38889,26.88889,22.222221,0.0,1.1317768,1010.4
98430099999,SCIENCE GARDEN,2009-01-07,2009,28.722221,23.222221,25.777779,23.0,1.27,1.2346656,1010.9
98430099999,SCIENCE GARDEN,2009-01-08,2009,25.5,22.5,24.166666,22.88889,4.572,0.3601108,1012.0
98430099999,SCIENCE GARDEN,2009-01-09,2009,28.0,22.277779,25.222221,21.666666,12.954,0.514444,1012.0
98430099999,SCIENCE GARDEN,2009-01-10,2009,29.277779,22.11111,25.055555,19.555555,0.0,1.1832212,1012.5
98430099999,SCIENCE GARDEN,2009-01-11,2009,28.88889,19.5,23.055555,17.944445,0.0,0.6173328,1014.5
98430099999,SCIENCE GARDEN,2009-01-12,2009,26.722221,18.5,22.666666,18.38889,0.0,0.1028888,1016.6
98430099999,SCIENCE GARDEN,2009-01-13,2009,29.722221,18.61111,24.222221,18.944445,0.0,1.3889987,1016.8
98430099999,SCIENCE GARDEN,2009-01-14,2009,27.5,20.11111,22.722221,17.0,0.0,0.8745548,1017.3
98430099999,SCIENCE GARDEN,2009-01-15,2009,26.277779,18.38889,22.444445,16.555555,0.0,0.9774436,1017.5
98430099999,SCIENCE GARDEN,2009-01-16,2009,28.5,18.11111,23.055555,17.555555,0.0,1.2346656,1016.0
98430099999,SCIENCE GARDEN,2009-01-17,2009,30.222221,18.61111,24.222221,19.11111,0.0,0.514444,1013.8
98430099999,SCIENCE GARDEN,2009-01-18,2009,29.5,20.277779,25.833334,21.444445,0.0,0.771666,1012.1
98430099999,SCIENCE GARDEN,2009-01-19,2009,32.88889,22.777779,27.444445,21.61111,0.0,1.4918876,1010.5
98430099999,SCIENCE GARDEN,2009-01-20,2009,31.0,23.61111,26.11111,22.5,0.0,0.1543332,1011.2
98430099999,SCIENCE GARDEN,2009-01-21,2009,31.222221,23.222221,26.833334,22.5,0.0,0.0,1010.9
98430099999,SCIENCE GARDEN,2009-01-22,2009,31.222221,24.11111,27.11111,23.833334,0.0,0.514444,1009.3
98430099999,SCIENCE GARDEN,2009-01-23,2009,32.77778,23.722221,27.333334,24.277779,0.508,0.514444,1010.6
98430099999,SCIENCE GARDEN,2009-01-24,2009,29.777779,21.722221,25.833334,20.777779,22.098,0.514444,1011.7
98430099999,SCIENCE GARDEN,2009-01-25,2009,31.5,21.5,25.777779,20.444445,0.0,0.771666,1012.5
98430099999,SCIENCE GARDEN,2009-01-26,2009,29.5,21.38889,25.333334,20.61111,0.0,0.3601108,1012.0
98430099999,SCIENCE GARDEN,2009-01-27,2009,30.722221,21.11111,25.777779,21.944445,0.0,0.6173328,1010.4
98430099999,SCIENCE GARDEN,2009-01-28,2009,30.5,23.88889,26.88889,22.38889,0.0,0.257222,1010.3
98430099999,SCIENCE GARDEN,2009-01-29,2009,31.777779,21.88889,26.38889,21.833334,0.0,0.514444,1009.6
98430099999,SCIENCE GARDEN,2009-01-30,2009,32.22222,21.722221,26.722221,22.61111,0.0,0.8745548,1009.8
98430099999,SCIENCE GARDEN,2009-01-31,2009,31.61111,22.88889,25.777779,21.555555,0.0,0.514444,1011.8
98430099999,SCIENCE GARDEN,2009-02-01,2009,32.27778,20.38889,25.555555,20.333334,0.0,0.514444,1012.6
98430099999,SCIENCE GARDEN,2009-02-02,2009,31.38889,19.277779,24.61111,18.88889,0.0,0.514444,1012.6
98430099999,SCIENCE GARDEN,2009-02-03,2009,30.38889,19.0,24.055555,19.38889,0.0,0.8745548,1011.6
98430099999,SCIENCE GARDEN,2009-02-04,2009,29.777779,20.0,24.333334,20.222221,0.0,0.514444,1011.5
98430099999,SCIENCE GARDEN,2009-02-05,2009,28.722221,21.0,24.88889,21.277779,0.0,0.1028888,1010.6
98430099999,SCIENCE GARDEN,2009-02-06,2009,26.38889,22.222221,23.88889,22.666666,0.0,0.5658884,1009.5
98430099999,SCIENCE GARDEN,2009-02-07,2009,30.222221,22.0,25.166666,21.944445,7.874,0.6173328,1011.5
98430099999,SCIENCE GARDEN,2009-02-08,2009,31.5,22.777779,26.166666,22.38889,0.0,0.514444,1012.3
98430099999,SCIENCE GARDEN,2009-02-09,2009,30.11111,22.277779,26.38889,22.333334,0.0,0.3601108,1012.0
98430099999,SCIENCE GARDEN,2009-02-10,2009,32.22222,21.5,25.88889,21.444445,0.0,0.3601108,1010.8
98430099999,SCIENCE GARDEN,2009-02-11,2009,32.38889,20.5,26.277779,21.722221,0.0,0.771666,1009.8
98430099999,SCIENCE GARDEN,2009-02-12,2009,30.0,21.5,25.722221,21.666666,0.0,0.6173328,1010.0
98430099999,SCIENCE GARDEN,2009-02-13,2009,31.11111,21.0,25.833334,22.0,0.0,0.5658884,1009.2
98430099999,SCIENCE GARDEN,2009-02-14,2009,31.61111,23.88889,26.555555,23.444445,0.0,0.4115552,1009.3
98430099999,SCIENCE GARDEN,2009-02-15,2009,31.0,24.0,27.833334,24.277779,,0.3601108,1009.6
98430099999,SCIENCE GARDEN,2009-02-16,2009,31.61111,24.722221,26.944445,24.555555,0.254,0.6173328,1010.0
98430099999,SCIENCE GARDEN,2009-02-17,2009,32.72222,24.222221,27.61111,24.277779,0.0,0.771666,1010.1
98430099999,SCIENCE GARDEN,2009-02-18,2009,32.61111,24.222221,27.722221,24.722221,2.54,0.6173328,1010.0
98430099999,SCIENCE GARDEN,2009-02-19,2009,33.5,24.222221,27.944445,25.333334,0.0,0.6173328,1011.2
98430099999,SCIENCE GARDEN,2009-02-20,2009,31.5,22.0,27.722221,24.055555,0.0,0.6173328,1011.5
98430099999,SCIENCE GARDEN,2009-02-21,2009,35.11111,22.0,28.277779,23.11111,0.0,0.3601108,1010.3
98430099999,SCIENCE GARDEN,2009-02-22,2009,34.0,22.88889,27.277779,23.222221,0.0,0.514444,1009.9
98430099999,SCIENCE GARDEN,2009-02-23,2009,32.38889,21.5,26.944445,23.277779,0.0,0.514444,1010.6
98430099999,SCIENCE GARDEN,2009-02-24,2009,34.0,22.0,27.444445,22.5,0.0,0.8745548,1010.5
98430099999,SCIENCE GARDEN,2009-02-25,2009,32.88889,25.11111,28.222221,22.777779,,1.6976652,1010.2
98430099999,SCIENCE GARDEN,2009-02-26,2009,33.22222,23.11111,27.222221,22.5,0.0,0.5658884,1010.8
98430099999,SCIENCE GARDEN,2009-02-27,2009,33.38889,22.722221,28.166666,24.11111,0.0,1.7491096,1010.6
98430099999,SCIENCE GARDEN,2009-02-28,2009,33.11111,22.11111,26.555555,21.666666,0.0,0.8745548,1011.2
98430099999,SCIENCE GARDEN,2009-03-01,2009,32.38889,24.777779,27.277779,23.38889,0.0,0.9774436,1010.9
98430099999,SCIENCE GARDEN,2009-03-02,2009,29.5,22.0,27.11111,24.0,1.016,1.1832212,1012.0
98430099999,SCIENCE GARDEN,2009-03-03,2009,32.61111,23.88889,27.444445,23.555555,3.048,0.8745548,1011.4
98430099999,SCIENCE GARDEN,2009-03-04,2009,34.0,23.0,28.5,23.11111,0.0,0.6173328,1010.9
98430099999,SCIENCE GARDEN,2009-03-05,2009,34.38889,24.11111,28.944445,23.444445,0.0,0.8745548,1010.8
98430099999,SCIENCE GARDEN,2009-03-06,2009,33.61111,22.11111,28.333334,23.0,0.0,0.3601108,1011.4
98430099999,SCIENCE GARDEN,2009-03-07,2009,33.77778,21.777779,27.722221,22.11111,0.0,1.2346656,1011.0
98430099999,SCIENCE GARDEN,2009-03-08,2009,33.5,21.777779,28.277779,23.333334,0.0,0.3601108,1011.3
98430099999,SCIENCE GARDEN,2009-03-09,2009,33.0,23.38889,26.88889,23.833334,35.052,0.6173328,1011.1
98430099999,SCIENCE GARDEN,2009-03-10,2009,33.27778,21.777779,27.722221,21.777779,0.0,0.514444,1010.8
98430099999,SCIENCE GARDEN,2009-03-11,2009,33.61111,23.61111,27.722221,21.833334,0.0,1.2346656,1010.6
98430099999,SCIENCE GARDEN,2009-03-12,2009,35.11111,22.61111,28.777779,22.722221,0.0,0.771666,1011.1
98430099999,SCIENCE GARDEN,2009-03-13,2009,34.5,23.5,28.11111,22.38889,0.0,0.6173328,1012.0
98430099999,SCIENCE GARDEN,2009-03-14,2009,32.88889,25.0,27.88889,22.11111,360.172,0.9774436,1011.6
98430099999,SCIENCE GARDEN,2009-03-15,2009,31.38889,23.61111,27.11111,22.11111,0.0,0.6173328,1011.6
98430099999,SCIENCE GARDEN,2009-03-16,2009,32.22222,22.5,27.777779,23.444445,0.0,1.2346656,1010.5
98430099999,SCIENCE GARDEN,2009-03-17,2009,28.5,24.38889,25.88889,24.38889,6.604,0.3601108,1009.8
98430099999,SCIENCE GARDEN,2009-03-18,2009,34.77778,20.38889,28.333334,21.777779,14.732,0.5658884,1010.5
98430099999,SCIENCE GARDEN,2009-03-19,2009,33.72222,22.38889,28.61111,23.11111,0.0,0.514444,1010.2
98430099999,SCIENCE GARDEN,2009-03-20,2009,33.72222,23.11111,28.333334,22.777779,0.0,0.514444,1010.4
98430099999,SCIENCE GARDEN,2009-03-21,2009,32.11111,22.5,27.88889,22.055555,0.0,0.771666,1009.8
98430099999,SCIENCE GARDEN,2009-03-22,2009,33.77778,21.5,28.944445,22.444445,0.0,0.6173328,1010.1
98430099999,SCIENCE GARDEN,2009-03-23,2009,33.72222,24.38889,28.5,23.555555,0.0,0.514444,1010.4
98430099999,SCIENCE GARDEN,2009-03-24,2009,33.0,23.0,27.666666,23.833334,0.0,0.6173328,1010.4
98430099999,SCIENCE GARDEN,2009-03-25,2009,34.77778,24.5,28.277779,23.333334,3.048,1.3889987,1011.1
98430099999,SCIENCE GARDEN,2009-03-26,2009,31.5,24.61111,27.444445,23.722221,,0.3601108,1011.9
98430099999,SCIENCE GARDEN,2009-03-27,2009,31.5,23.88889,25.944445,24.0,37.084,0.3601108,1012.5
98430099999,SCIENCE GARDEN,2009-03-28,2009,32.38889,23.38889,28.222221,24.277779,0.0,0.771666,1010.3
98430099999,SCIENCE GARDEN,2009-03-29,2009,33.38889,22.722221,28.555555,23.722221,0.0,0.771666,1010.8
