DATE,DAILY RAINFALL,TEMP MEAN,TEMP MAX,TEMP MIN
2009-01-01 00:00:00,8.128,24.88888888888889,26.72222222222222,21.77777777777778
2009-01-02 00:00:00,1.778,23.22222222222222,26.999999999999996,20.388888888888893
2009-01-03 00:00:00,0.0,22.277777777777775,27.277777777777775,18.22222222222222
2009-01-04 00:00:00,0.0,22.888888888888893,29.111111111111114,18.22222222222222
2009-01-05 00:00:00,0.0,24.833333333333336,30.388888888888893,19.22222222222222
2009-01-06 00:00:00,0.0,26.888888888888893,31.27777777777778,21.38888888888889
2009-01-07 00:00:00,1.27,25.777777777777782,28.722222222222225,23.22222222222222
2009-01-08 00:00:00,4.571999999999999,24.166666666666668,25.500000000000004,22.5
2009-01-09 00:00:00,12.953999999999999,25.222222222222225,28.000000000000004,22.277777777777775
2009-01-10 00:00:00,0.0,25.055555555555554,29.277777777777782,22.11111111111111
2009-01-11 00:00:00,0.0,23.055555555555557,28.88888888888889,19.499999999999996
2009-01-12 00:00:00,0.0,22.666666666666668,26.72222222222222,18.5
2009-01-13 00:00:00,0.0,24.22222222222222,29.722222222222225,18.61111111111111
2009-01-14 00:00:00,0.0,22.722222222222225,27.5,20.111111111111114
2009-01-15 00:00:00,0.0,22.44444444444445,26.27777777777778,18.388888888888886
2009-01-16 00:00:00,0.0,23.055555555555557,28.5,18.111111111111107
2009-01-17 00:00:00,0.0,24.22222222222222,30.222222222222225,18.61111111111111
2009-01-18 00:00:00,0.0,25.833333333333336,29.499999999999996,20.27777777777778
2009-01-19 00:00:00,0.0,27.44444444444445,32.88888888888889,22.77777777777778
2009-01-20 00:00:00,0.0,26.11111111111111,31.0,23.61111111111111
2009-01-21 00:00:00,0.0,26.833333333333332,31.222222222222225,23.22222222222222
2009-01-22 00:00:00,0.0,27.11111111111111,31.222222222222225,24.111111111111114
2009-01-23 00:00:00,0.508,27.333333333333336,32.77777777777778,23.722222222222225
2009-01-24 00:00:00,22.098,25.833333333333336,29.777777777777775,21.72222222222222
2009-01-25 00:00:00,0.0,25.777777777777782,31.500000000000004,21.500000000000004
2009-01-26 00:00:00,0.0,25.333333333333332,29.499999999999996,21.38888888888889
2009-01-27 00:00:00,0.0,25.777777777777782,30.72222222222222,21.11111111111111
2009-01-28 00:00:00,0.0,26.888888888888893,30.500000000000004,23.88888888888889
2009-01-29 00:00:00,0.0,26.38888888888889,31.777777777777782,21.888888888888893
2009-01-30 00:00:00,0.0,26.72222222222222,32.22222222222222,21.72222222222222
2009-01-31 00:00:00,0.0,25.777777777777782,31.611111111111114,22.888888888888893
2009-02-01 00:00:00,0.0,25.555555555555557,32.27777777777778,20.388888888888893
2009-02-02 00:00:00,0.0,24.61111111111111,31.38888888888889,19.27777777777778
2009-02-03 00:00:00,0.0,24.055555555555554,30.388888888888893,19.000000000000004
2009-02-04 00:00:00,0.0,24.333333333333332,29.777777777777775,20.0
2009-02-05 00:00:00,0.0,24.88888888888889,28.722222222222225,21.0
2009-02-06 00:00:00,0.0,23.88888888888889,26.38888888888889,22.22222222222222
2009-02-07 00:00:00,7.874,25.166666666666668,30.222222222222225,21.999999999999996
2009-02-08 00:00:00,0.0,26.166666666666664,31.500000000000004,22.77777777777778
2009-02-09 00:00:00,0.0,26.38888888888889,30.111111111111114,22.277777777777775
2009-02-10 00:00:00,0.0,25.888888888888886,32.22222222222222,21.500000000000004
2009-02-11 00:00:00,0.0,26.27777777777778,32.388888888888886,20.500000000000004
2009-02-12 00:00:00,0.0,25.72222222222222,30.0,21.500000000000004
2009-02-13 00:00:00,0.0,25.833333333333336,31.111111111111114,21.0
2009-02-14 00:00:00,0.0,26.555555555555554,31.611111111111114,23.88888888888889
2009-02-15 00:00:00,,27.833333333333332,31.0,24.000000000000004
2009-02-16 00:00:00,0.254,26.944444444444446,31.611111111111114,24.722222222222225
2009-02-17 00:00:00,0.0,27.611111111111114,32.72222222222223,24.22222222222222
2009-02-18 00:00:00,2.54,27.722222222222225,32.611111111111114,24.22222222222222
2009-02-19 00:00:00,0.0,27.944444444444443,33.5,24.22222222222222
2009-02-20 00:00:00,0.0,27.722222222222225,31.500000000000004,21.999999999999996
2009-02-21 00:00:00,0.0,28.277777777777782,35.111111111111114,21.999999999999996
2009-02-22 00:00:00,0.0,27.277777777777775,34.0,22.888888888888893
2009-02-23 00:00:00,0.0,26.944444444444446,32.388888888888886,21.500000000000004
2009-02-24 00:00:00,0.0,27.44444444444445,34.0,21.999999999999996
2009-02-25 00:00:00,,28.22222222222222,32.88888888888889,25.111111111111114
2009-02-26 00:00:00,0.0,27.222222222222225,33.22222222222222,23.11111111111111
2009-02-27 00:00:00,0.0,28.166666666666668,33.388888888888886,22.722222222222225
2009-02-28 00:00:00,0.0,26.555555555555554,33.11111111111111,22.11111111111111
2009-03-01 00:00:00,0.0,27.277777777777775,32.388888888888886,24.777777777777775
2009-03-02 00:00:00,1.016,27.11111111111111,29.499999999999996,21.999999999999996
2009-03-03 00:00:00,3.0479999999999996,27.44444444444445,32.611111111111114,23.88888888888889
2009-03-04 00:00:00,0.0,28.5,34.0,23.000000000000004
